StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Text / Graphic,q1.1,q1.2,q1.3,q1.3_3_TEXT,q1.4,q1.4_8_TEXT,q1.5,q1.6,q1.7,q1.7_9_TEXT,q1.8,q1.8_12_TEXT,q1.9,q1.10,q1.10_17_TEXT,q2.1,q2.1_6_TEXT,q2.1_8_TEXT,q2.1_10_TEXT,q2.2,q2.3,q2.4,q2.4_6_TEXT,q2.5_1,q2.5_2,q2.5_3,q2.5_4,q3.1,q3.1_1_TEXT,q3.2.1_1,q3.2.1_2,q3.2.1_3,q3.2.1_4,q3.2.2_1,q3.2.2_2,q4.1,q4.2,q4.2_9_TEXT,q4.3,q4.4,q4.5,q4.6.1_1,q4.6.1_2,q4.6.1_3,q4.6.1_4,q4.6.1_5,q4.6.1_6,q4.6.1_7,q4.6.2_1,q4.6.2_2,q4.6.2_3,q4.6.2_4,q4.6.2_5,q4.6.2_6,q4.7,q5.1_1,q5.1_2,q5.1_3,q5.1_4,q5.2,q5.2_11_TEXT,q5.3,q5.3_7_TEXT
07/06/2025 10:00,07/06/2025 10:06,IP Address,100,404,TRUE,07/06/2025 10:06,R_8mUVi5BDDKgVd7l,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£50,000 to £100,000",5 to 20 ha.,Non-Farming landowner ,,Other:,,> 60%,Country Stewardships (CS) ,,None,,,,,,Partly caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,3 - Agree,3 - Agree,"Yes – Individually, on my farm",Grassland restoration,,Greater than 25%,5-10%,I don't know,1- Disagree,3- Agree,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,,,,,,,Diversity in grasses and plants ,2- Neither agree nor disagree,3 - Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,"Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty",,Funding for collaborative action,
07/06/2025 10:13,07/06/2025 10:27,IP Address,100,827,TRUE,07/06/2025 10:27,R_8pKLCgKTEMVpraw,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,55 to 64,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"> £200,000",20 to 50 ha.,Non-Farming landowner ,,Lowland grazing livestock,,> 60%,No funding,,None,,,,,,,compacted soil and poor vegetation cover,To some extent,To some extent,To some extent,No,"Yes (If you wish, specify which kind of community partnership)",Farmer cluster,3 - Agree,3 - Agree,3 - Agree,3 - Agree,,,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","Forest reforestation or restoration,Forest creation,Grassland restoration,Hedgerows,Wildflower strips",,Greater than 25%,Greater than 25%,Yes,1- Disagree,3- Agree,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,1- Disagree,3- Agree,,,,,,,"improved soil quality, improved bio diversity, sustainable future",1- Disagree,1- Disagree,3 - Agree,1- Disagree,"Access to knowledge on implementation,Maintenance costs,Skills/training,Data availability - unclear on the benefits,Land use conflicts with food production",,Funding for collaborative action,
08/06/2025 01:25,08/06/2025 01:39,IP Address,100,807,TRUE,08/06/2025 01:39,R_8S206SD0Jw4pMK7,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,East Anglia,65 to 74,Man,,"Further education – college course, diploma, trade training, etc.",,"£50,000 to £100,000",>250 ha,"Farming landowner ,Farm business tenancy (FBT)",,Cereals,,50% to 60%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items",,"Flood ,Drought ,Disease:,Pests:",Fungal diseases ,OSR pests,,Once a year,Severely affected,Mainly caused by climate change,,Very much,To some extent,To some extent,To some extent,No,,,,,,1 - Disagree,1 - Disagree,"Yes – Individually, on my farm","Hedgerows,Wildflower strips",,1-5%,1-5%,Yes,2- Neither agree nor disagree,1- Disagree,1- Disagree,1- Disagree,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,,,,,,,Helping wildlife,3 - Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Limited time,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty,Tax constraints,Tenancy constraints",,"Funding for collaborative action,Landscape benefits don’t benefit my farm business",
03/06/2025 01:55,03/06/2025 02:00,IP Address,67,317,FALSE,10/06/2025 02:00,R_8lsILGZeYACY42v,anonymous,EN,0.6000000238418579,I have read and understood the information provided and I agree to take part in this research project,Yorkshire and Humber,45 to 54,Woman,,"Further education – college course, diploma, trade training, etc.",,"£20,000 to £50,000",< 5 ha.,Non-Farming landowner ,,Lowland grazing livestock,,> 60%,Other:,none,None,,,,,,Partly caused by climate change,,To some extent,To some extent,Very much,Very much,No,,,,,,3 - Agree,1 - Disagree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2025 02:17,03/06/2025 02:20,IP Address,40,150,FALSE,10/06/2025 02:20,R_2OTsOj09fXbol9E,anonymous,EN,1,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Woman,,GCSE or A-levels,,"< £10,000",< 5 ha.,Farming landowner ,,Cereals,,< 10%,Sustainable Farming Incentives (SFI),,"Drought ,Pests:,Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2025 03:46,03/06/2025 03:47,IP Address,3,73,FALSE,10/06/2025 03:47,R_22R6pka0AARthPl,anonymous,EN,1,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2025 07:12,03/06/2025 04:43,IP Address,3,77468,FALSE,10/06/2025 04:43,R_8hSdqsB8JwNbGFS,anonymous,EN,1,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2025 05:37,03/06/2025 05:39,IP Address,20,84,FALSE,10/06/2025 05:39,R_27US5BDvnR7cyjI,anonymous,EN,0.699999988,I have read and understood the information provided and I agree to take part in this research project,South West,>75 years old,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£50,000 to £100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2025 09:19,03/06/2025 09:21,IP Address,3,158,FALSE,10/06/2025 09:21,R_2lFHIAVZ1IJ5NAJ,anonymous,EN,1,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2025 09:51,03/06/2025 09:52,IP Address,20,61,FALSE,10/06/2025 09:53,R_2CQBNddCUKZgyla,anonymous,EN,0.8999999761581421,I have read and understood the information provided and I agree to take part in this research project,Wales,25 to 34,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£50,000 to £100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2025 02:22,03/06/2025 11:44,IP Address,90,33694,FALSE,10/06/2025 11:44,R_8n5nlZt93Rhj45P,anonymous,EN,0.8999999761581421,I have read and understood the information provided and I agree to take part in this research project,South East,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£50,000 to £100,000",>250 ha,Farming landowner ,,Cereals,,20% to 30%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items,Farming in Protected Landscapes programme (FiPL)",,"Drought ,Disease:,Pests:",Chalara,CSFB,,Once a year,Severely affected,Partly caused by climate change,,To some extent,To some extent,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",Wessex Farm Conservation,3 - Agree,1 - Disagree,3 - Agree,1 - Disagree,,,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","Forest reforestation or restoration,Forest creation,Grassland restoration,Hedgerows,Wildflower strips,Habitat creation",,10-25%,5-10%,Yes,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,3- Agree,2- Neither agree nor disagree,,,,,,,"Sustainable farming , increased biodiversity",,,,,,,,
10/06/2025 14:24,10/06/2025 14:37,IP Address,100,812,TRUE,10/06/2025 14:37,R_2laXPfB5rvqXE6R,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£20,000 to £50,000",>250 ha,Other:,Retiring farmer sometime/maybe,"Cereals,Lowland grazing livestock",,20% to 30%,"Country Stewardships (CS) ,Capital Items,Farming in Protected Landscapes programme (FiPL),Other:",on farm tourism,"Drought ,Disease:",TB,,,Once every 2-3 years,Somewhat affected,Partly caused by climate change,,To some extent,No,To some extent,No,"Yes (If you wish, specify which kind of community partnership)","farmer guardians of the upper Thames, Pasture-fed-Livestock",3 - Agree,3 - Agree,3 - Agree,2 - Neither agree nor disagree,,,"Yes – Individually, on my farm","Grassland restoration,Mob grazing,Agroforestry ,Hedgerows,Wildflower strips,Habitat creation",,Greater than 25%,Greater than 25%,No,1- Disagree,3- Agree,3- Agree,3- Agree,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,,,,,,,"soil quality, brand building and prices achieved, tourism, improved water quality, our USP",1- Disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Maintenance costs,Policy uncertainty,Planning constraints,Other:",Uncertainty of all environmental funding going forward by Defra. It could easily devastate all that has been achieved,Funding for collaborative action,
11/06/2025 05:28,11/06/2025 05:57,IP Address,100,1736,TRUE,11/06/2025 05:57,R_2pXN9aXRjQ1wr38,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,East Anglia,35 to 44,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£20,000 to £50,000",>250 ha,Farming landowner ,,"Cereals,Lowland grazing livestock,Mixed",,> 60%,"Sustainable Farming Incentives (SFI),Capital Items,Woodland Tree Health grant (WTH),Private sector - NGO,Other private company",,"Drought ,Disease:",Ash dieback,,,Once every 2-3 years,Somewhat affected,Mainly caused by climate change,,Very much,To some extent,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",farm cluster,3 - Agree,3 - Agree,3 - Agree,3 - Agree,,,"Yes – Individually, on my farm","Forest reforestation or restoration,Forest creation,Wetland restoration,Grassland restoration,Agroforestry ,Hedgerows,Wildflower strips,Habitat creation",,Greater than 25%,10-25%,Yes,2- Neither agree nor disagree,3- Agree,3- Agree,2- Neither agree nor disagree,3- Agree,3- Agree,3- Agree,,,,,,,"decreased pest and disease, improved soil health, improved water quality, increased opportunities for business diversification and drought resilience",2- Neither agree nor disagree,1- Disagree,3 - Agree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty",,"Funding for collaborative action,Unequal contribution of resources from landscape-level partners",
11/06/2025 07:36,11/06/2025 07:49,IP Address,100,770,TRUE,11/06/2025 07:49,R_2kZ8JeC8eiPRZYc,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Scotland,55 to 64,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£20,000 to £50,000",100-250 ha.,Farming landowner ,,Mixed,,> 60%,No funding,,"Flood ,Drought ",,,,Once every 2-3 years,Somewhat affected,Partly caused by climate change,,Very much,To some extent,Very much,Very much,No,,,,,,2 - Neither agree nor disagree,2 - Neither agree nor disagree,No,,,1-5%,Less than 1%,No,,,,,,,,2- Neither agree nor disagree,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,3- Agree,3- Agree,"Improved soil health 
Improved biodiversity 
",3 - Agree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Implementation costs,Maintenance costs,Land use conflicts with food production",,"Landscape benefits don’t benefit my farm business,Unequal contribution of resources from landscape-level partners",
04/06/2025 08:50,04/06/2025 08:50,IP Address,3,47,FALSE,11/06/2025 08:50,R_8uDuAPSuU9O3wXi,anonymous,EN,0,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2025 08:49,04/06/2025 08:51,IP Address,20,112,FALSE,11/06/2025 08:51,R_8H0JdlUYJvXtGbV,anonymous,EN,0.699999988,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£10,000 to £20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2025 08:52,04/06/2025 08:53,IP Address,3,45,FALSE,11/06/2025 08:53,R_27H80XaWvDzHVnq,anonymous,EN,1,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2025 09:34,04/06/2025 09:37,IP Address,20,176,FALSE,11/06/2025 09:37,R_8jOna0qHcQU0dXg,anonymous,EN,1,I have read and understood the information provided and I agree to take part in this research project,South West,45 to 54,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£100,000 to £200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2025 09:52,04/06/2025 10:01,IP Address,40,540,FALSE,11/06/2025 10:01,R_2LCCVRxiQaobcdr,anonymous,EN,0.10000000149011612,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Woman,,"Further education – college course, diploma, trade training, etc.",,"£10,000 to £20,000",5 to 20 ha.,Non-Farming landowner ,,Other:,"Species rich meadows, hay making",> 60%,Country Stewardships (CS) ,,None,,,,,,,"We have experienced a loss of wildlife, probably due to climate change ",To some extent,No,To some extent,To some extent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2025 10:05,04/06/2025 10:07,IP Address,20,99,FALSE,11/06/2025 10:07,R_80q5XgpkksBjQtG,anonymous,EN,0.699999988,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Further education – college course, diploma, trade training, etc.",,"£20,000 to £50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2025 10:23,04/06/2025 10:23,IP Address,3,20,FALSE,11/06/2025 10:23,R_21jl7PX052I3YDS,anonymous,EN,0.8999999761581421,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2025 10:50,04/06/2025 10:51,IP Address,3,77,FALSE,11/06/2025 10:51,R_2KPeI98WDM1RqTI,anonymous,EN,0.8999999761581421,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2025 03:18,12/06/2025 03:34,IP Address,100,910,TRUE,12/06/2025 03:34,R_8Dwnd7gi4FOoviM,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,35 to 44,Woman,,"Further education – college course, diploma, trade training, etc.",,"£100,000 to £200,000",100-250 ha.,Farming landowner ,,Lowland grazing livestock,,> 60%,Countryside Stewardships Higher Tier (CSHT),,Flood ,,,,More than once a year ,Severely affected,Partly caused by climate change,,To some extent,To some extent,To some extent,Very much,"Yes (If you wish, specify which kind of community partnership)",Moor association ,3 - Agree,1 - Disagree,3 - Agree,1 - Disagree,,,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","Grassland restoration,Mob grazing,Hedgerows,Habitat creation",,Greater than 25%,5-10%,Yes,1- Disagree,3- Agree,1- Disagree,1- Disagree,3- Agree,2- Neither agree nor disagree,1- Disagree,,,,,,,Creating systems that work with nature but this costs to implement and the funding must remain in place to keep encouraging farmers to make changes which make a big impact. ,1- Disagree,1- Disagree,3 - Agree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Limited time,Policy uncertainty",,"Relationship with neighbours,Unequal contribution of resources from landscape-level partners,Other:",Nature based solutions are being pushed by NGOs who also stand to gain hugely from them on their land- they shape the policy and then have people in place to make huge claims quickly before the money runs out. Funding should be ringfenced or at least there should be a greater proportion available to those actively farming the land. This would mean more availability to the people/ businesses who need to make the biggest changes to work with nature. 
